verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label
sugosu,過ごす,すごす,sugosu,проводить время,N3,godan-su,sugos,過ごし,過ごした,過ごして,過ごさない,過ごせば,過ごしたら,過ごせる,,過ごされる,過ごさせる,過ごさせられる,過ごせ,過ごすな,過ごそう,過ごしたい,過ごさなければ,過ごさなきゃ,過ごさなくちゃ,проводить время,провести время,провожу время,буду проводить время,проводил(а) время,провёл / провела время,проведу время,проведу время,проведя время,проведи время,проведём время,быть подвергнутым действию «проводить время»,заставить / разрешить: провести время,быть вынужденным: провести время,過ご,過ご,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
susumu,進む,すすむ,susumu,"продвигаться, двигаться вперёд",N3,godan-mu,susum,進み,進んだ,進んで,進まない,進めば,進んだら,進める,,進まれる,進ませる,進ませられる,進め,進むな,進もう,進みたい,進まなければ,進まなきゃ,進まなくちゃ,продвигаться,продвинуться,продвигаюсь,буду продвигаться,продвигался(ась),продвинулся(лась),продвинусь,продвинусь,продвинувшись,продвигайся,продвинемся,быть подвергнутым действию «продвигаться»,заставить / разрешить: продвинуться,быть вынужденным: продвинуться,進,進,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,
susumeru_2,勧める,すすめる,susumeru,советовать; рекомендовать,N3,ichidan,susume,勧め,勧めた,勧めて,勧めない,勧めれば,勧めたら,勧められる,勧めれる,勧められる,勧めさせる,勧めさせられる,勧めろ,勧めるな,勧めよう,勧めたい,勧めなければ,勧めなきゃ,勧めなくちゃ,советовать / рекомендовать,посоветовать / порекомендовать,советую / рекомендую,буду советовать / рекомендовать,советовал(а) / рекомендовал(а),посоветовал(а) / порекомендовал(а),посоветую / порекомендую,посоветую / порекомендую,посоветовав / порекомендовав,посоветуй / порекомендуй,посоветуем / порекомендуем,пассив: действие «советовать / рекомендовать» направлено на субъект,заставить / разрешить: посоветовать / порекомендовать,быть вынужденным: посоветовать / порекомендовать,勧め,勧め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
susumeru,進める,すすめる,susumeru,продвигать; двигать вперёд,N3,ichidan,susume,進め,進めた,進めて,進めない,進めれば,進めたら,進められる,進めれる,進められる,進めさせる,進めさせられる,進めろ,進めるな,進めよう,進めたい,進めなければ,進めなきゃ,進めなくちゃ,продвигать,продвинуть,продвигаю,буду продвигать,продвигал(а),продвинул(а),продвину,продвину,продвинув,продвинь,продвинем,пассив: действие «продвигать» направлено на субъект,заставить / разрешить: продвинуть,быть вынужденным: продвинуть,進め,進め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
sumaseru,済ませる,すませる,sumaseru,заканчивать; улаживать,N3,ichidan,sumase,済ませ,済ませた,済ませて,済ませない,済ませれば,済ませたら,済ませられる,済ませれる,済ませられる,済ませさせる,済ませさせられる,済ませろ,済ませるな,済ませよう,済ませたい,済ませなければ,済ませなきゃ,済ませなくちゃ,заканчивать / улаживать,закончить / уладить,заканчиваю / улаживаю,буду заканчивать / улаживать,заканчивал(а) / улаживал(а),закончил(а) / уладил(а),закончу / улажу,закончу / улажу,закончив / уладив,закончи / уладь,закончим / уладим,пассив: действие «заканчивать / улаживать» направлено на субъект,заставить / разрешить: закончить / уладить,быть вынужденным: закончить / уладить,済ませ,済ませ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
sumu_3,澄む,すむ,sumu,проясняться; становиться прозрачным,N3,godan-mu,sum,澄み,澄んだ,澄んで,澄まない,澄めば,澄んだら,澄める,,澄まれる,澄ませる,澄ませられる,澄め,澄むな,澄もう,澄みたい,澄まなければ,澄まなきゃ,澄まなくちゃ,проясняться,проясниться,проясняется,буду проясняться,прояснялось,прояснилось,прояснится,прояснится,прояснившись,—,—,пассив: действие «проясняться» направлено на субъект,заставить / разрешить: проясниться,быть вынужденным: проясниться,澄,澄,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,
suru_2,刷る,する,suru,печатать на бумаге,N3,godan-ru,su,刷り,刷った,刷って,刷らない,刷れば,刷ったら,刷れる,,刷られる,刷らせる,刷らせられる,刷れ,刷るな,刷ろう,刷りたい,刷らなければ,刷らなきゃ,刷らなくちゃ,печатать,напечатать,печатаю,буду печатать,печатал(а),напечатал(а),напечатаю,напечатаю,напечатав,напечатай,напечатаем,пассив: действие «печатать» направлено на субъект,заставить / разрешить: напечатать,быть вынужденным: напечатать,刷,刷,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
seikousuru,成功する,せいこうする,seikousuru,добиваться успеха,N3,suru,seikousu,成功し,成功した,成功して,成功しない,成功すれば,成功したら,成功できる,,成功される,成功させる,成功させられる,成功しろ,成功するな,成功しよう,成功したい,成功しなければ,成功しなきゃ,成功しなくちゃ,добиваться успеха,добиться успеха,добиваюсь успеха,буду добиваться успеха,добивался(ась) успеха,добился(ась) успеха,добьюсь успеха,добьюсь успеха,добившись успеха,добейся успеха,добьёмся успеха,пассив: действие «добиваться успеха» направлено на субъект,заставить / разрешить: добиться успеха,быть вынужденным: добиться успеха,成功,成功,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
setsumeisuru,説明する,せつめいする,setsumeisuru,объяснять,N3,suru,setsumeisu,説明し,説明した,説明して,説明しない,説明すれば,説明したら,説明できる,,説明される,説明させる,説明させられる,説明しろ,説明するな,説明しよう,説明したい,説明しなければ,説明しなきゃ,説明しなくちゃ,объяснять,объяснить,объясняю,буду объяснять,объяснял(а),объяснил(а),объясню,объясню,объяснив,объясни,объясним,пассив: действие «объяснять» направлено на субъект,заставить / разрешить: объяснить,быть вынужденным: объяснить,説明,説明,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
soudansuru,相談する,そうだんする,soudansuru,советоваться; обсуждать,N3,suru,soudansu,相談し,相談した,相談して,相談しない,相談すれば,相談したら,相談できる,,相談される,相談させる,相談させられる,相談しろ,相談するな,相談しよう,相談したい,相談しなければ,相談しなきゃ,相談しなくちゃ,советоваться / обсуждать,посоветоваться / обсудить,советуюсь / обсуждаю,буду советоваться / обсуждать,советовался(ась) / обсуждал(а),посоветовался(ась) / обсудил(а),посоветуюсь / обсужу,посоветуюсь / обсужу,посоветовавшись / обсудив,посоветуйся / обсуди,посоветуемся / обсудим,пассив: действие «советоваться / обсуждать» направлено на субъект,заставить / разрешить: посоветоваться / обсудить,быть вынужденным: посоветоваться / обсудить,相談,相談,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,
